mode,run_id,num_users,user_id,compression_level,fps,size_mean_kb,size_std_kb,total_frames,on_time_frames,avg_delay_ms,delay_reliability,user_satisfied,avg_mse,avg_cqi
ml-dynamic,15,7,3,30,72,80.0,42.9,1440,889,6.04864,0.617361,0,471.18,14.2328
ml-dynamic,15,7,4,15,60,80.0,42.9,1200,913,2.91522,0.760833,0,461.513,13.9754
ml-dynamic,15,7,5,10,120,65.0,34.8,2400,991,2.61325,0.412917,0,794.189,13.9537
ml-dynamic,15,7,6,30,72,80.0,42.9,1440,1033,3.87362,0.7173609999999999,0,384.714,14.0901
uncompressed,4,5,0,80,60,120.0,64.3,1200,37,8.85882,0.0308333,0,969.741,14.4919
uncompressed,4,5,1,80,120,120.0,64.3,2400,0,63.7461,0.0,0,1000.0,13.8396
uncompressed,4,5,2,80,60,45.0,24.1,1200,478,7.21366,0.398333,0,621.779,13.8788
uncompressed,4,5,3,80,72,45.0,24.1,1440,506,5.51534,0.351389,0,665.705,14.5912
uncompressed,4,5,4,80,72,45.0,24.1,1440,360,10.4013,0.25,0,762.376,13.8743
ml-dynamic,17,9,0,40,120,95.0,50.9,2400,979,4.04328,0.407917,0,625.524,14.9979
ml-dynamic,17,9,1,10,60,120.0,64.3,1200,938,2.91914,0.7816670000000001,0,429.7,13.9178
ml-dynamic,17,9,2,15,120,45.0,24.1,2400,972,2.85527,0.405,0,804.651,13.9618
ml-dynamic,17,9,3,35,120,65.0,34.8,2400,1047,3.42004,0.43625,0,626.585,14.9702
ml-dynamic,17,9,4,15,90,45.0,24.1,1800,979,2.76934,0.543889,0,737.515,13.9607
ml-dynamic,17,9,5,20,120,65.0,34.8,2400,905,3.70614,0.377083,0,725.271,14.0366
ml-dynamic,17,9,6,15,72,65.0,34.8,1440,1046,2.53595,0.7263890000000001,0,534.314,14.2271
ml-dynamic,17,9,7,20,72,65.0,34.8,1440,1050,2.58793,0.729167,0,470.497,14.7901
ml-dynamic,17,9,8,15,120,80.0,42.9,2400,988,2.92285,0.411667,0,708.095,14.0013
uncompressed,5,6,0,80,90,120.0,64.3,1800,0,58.99,0.0,0,1000.0,14.5867
uncompressed,5,6,1,80,60,95.0,50.9,1200,174,64.0479,0.145,0,858.694,13.9425
uncompressed,5,6,2,80,120,95.0,50.9,2400,0,100.666,0.0,0,1000.0,13.9494
uncompressed,5,6,3,80,120,120.0,64.3,2400,0,92.4224,0.0,0,1000.0,14.253
uncompressed,5,6,4,80,90,45.0,24.1,1800,15,27.8805,0.00833333,0,992.11,13.9067
uncompressed,5,6,5,80,90,95.0,50.9,1800,0,36.6373,0.0,0,1000.0,13.9329
ml-dynamic,16,8,0,20,72,120.0,64.3,1440,987,4.5033,0.685417,0,416.183,14.309
ml-dynamic,16,8,1,30,60,95.0,50.9,1200,843,6.17684,0.7025,0,382.199,14.0295
ml-dynamic,16,8,2,25,60,80.0,42.9,1200,985,4.15325,0.8208329999999999,0,323.884,14.3982
ml-dynamic,16,8,3,35,120,120.0,64.3,2400,920,4.25443,0.38333300000000003,0,646.586,14.3258
ml-dynamic,16,8,4,5,72,95.0,50.9,1440,963,2.7217,0.66875,0,701.61,14.0
ml-dynamic,16,8,5,15,90,95.0,50.9,1800,892,3.92072,0.495556,0,625.363,13.6813
ml-dynamic,16,8,6,40,72,65.0,34.8,1440,1052,3.28409,0.730556,0,357.0,14.9743
ml-dynamic,16,8,7,10,72,95.0,50.9,1440,1012,2.65218,0.702778,0,538.137,14.0103
uncompressed,9,10,0,80,72,80.0,42.9,1440,70,133.902,0.0486111,0,952.894,14.2644
uncompressed,9,10,1,80,72,95.0,50.9,1440,31,41.6115,0.0215278,0,979.056,13.8476
uncompressed,9,10,2,80,72,45.0,24.1,1440,164,95.2715,0.11388899999999999,0,892.089,14.0033
uncompressed,9,10,3,80,72,45.0,24.1,1440,190,103.119,0.131944,0,874.968,14.6959
uncompressed,9,10,4,80,90,45.0,24.1,1800,0,152.476,0.0,0,1000.0,14.2891
uncompressed,9,10,5,80,120,120.0,64.3,2400,0,160.07,0.0,0,1000.0,13.9129
uncompressed,9,10,6,80,120,80.0,42.9,2400,0,101.503,0.0,0,1000.0,14.947
uncompressed,9,10,7,80,90,45.0,24.1,1800,0,124.241,0.0,0,1000.0,14.8857
uncompressed,9,10,8,80,90,95.0,50.9,1800,0,117.07,0.0,0,1000.0,14.1521
uncompressed,9,10,9,80,120,65.0,34.8,2400,1,87.8189,0.000416667,0,999.597,14.9206
uncompressed,7,8,0,80,60,65.0,34.8,1200,178,45.2878,0.148333,0,856.946,14.2061
uncompressed,7,8,1,80,90,95.0,50.9,1800,1,110.47,0.000555556,0,999.457,13.8945
uncompressed,7,8,2,80,120,45.0,24.1,2400,2,186.798,0.000833333,0,999.205,14.0
uncompressed,7,8,3,80,60,120.0,64.3,1200,1,26.4727,0.000833333,0,999.185,14.0399
uncompressed,7,8,4,80,90,120.0,64.3,1800,0,320.827,0.0,0,1000.0,13.9993
uncompressed,7,8,5,80,60,65.0,34.8,1200,120,61.903,0.1,0,903.424,14.0069
uncompressed,7,8,6,80,60,120.0,64.3,1200,41,21.4232,0.0341667,0,966.477,14.9594
uncompressed,7,8,7,80,90,80.0,42.9,1800,0,147.567,0.0,0,1000.0,14.0544
ml-dynamic,18,10,0,20,90,120.0,64.3,1800,982,4.79365,0.5455559999999999,0,535.363,14.4225
ml-dynamic,18,10,1,20,90,95.0,50.9,1800,810,7.40576,0.45,0,634.115,13.9677
ml-dynamic,18,10,2,5,60,80.0,42.9,1200,945,2.74866,0.7875,0,729.845,13.9061
ml-dynamic,18,10,3,10,120,65.0,34.8,2400,1063,2.48056,0.442917,0,779.006,14.3237
ml-dynamic,18,10,4,5,60,80.0,42.9,1200,1026,2.48831,0.855,0,706.41,14.4347
ml-dynamic,18,10,5,5,60,120.0,64.3,1200,912,2.89305,0.76,0,572.418,13.9462
ml-dynamic,18,10,6,10,60,120.0,64.3,1200,1033,2.60656,0.860833,0,373.744,14.8235
ml-dynamic,18,10,7,30,120,120.0,64.3,2400,987,3.98882,0.41125,0,627.83,14.6836
ml-dynamic,18,10,8,35,120,65.0,34.8,2400,951,4.26949,0.39625,0,660.836,14.0564
ml-dynamic,18,10,9,5,60,80.0,42.9,1200,1066,2.35596,0.8883329999999999,0,696.228,14.8894
uncompressed,8,9,0,80,120,120.0,64.3,2400,0,93.6307,0.0,0,1000.0,14.9715
uncompressed,8,9,1,80,90,45.0,24.1,1800,1,249.599,0.000555556,0,999.471,13.8615
uncompressed,8,9,2,80,90,65.0,34.8,1800,0,278.45,0.0,0,1000.0,13.9797
uncompressed,8,9,3,80,72,80.0,42.9,1440,122,132.584,0.0847222,0,917.767,14.6647
uncompressed,8,9,4,80,120,45.0,24.1,2400,0,275.054,0.0,0,1000.0,13.8724
uncompressed,8,9,5,80,90,80.0,42.9,1800,0,211.796,0.0,0,1000.0,14.5002
uncompressed,8,9,6,80,60,80.0,42.9,1200,257,66.7362,0.214167,0,791.984,14.1609
uncompressed,8,9,7,80,90,65.0,34.8,1800,0,213.899,0.0,0,1000.0,14.8627
uncompressed,8,9,8,80,72,65.0,34.8,1440,36,163.733,0.025,0,975.895,14.0068
uncompressed,6,7,0,80,90,45.0,24.1,1800,0,64.7,0.0,0,1000.0,14.5088
uncompressed,6,7,1,80,72,95.0,50.9,1440,13,47.1623,0.00902778,0,991.207,14.156
uncompressed,6,7,2,80,90,65.0,34.8,1800,0,180.154,0.0,0,1000.0,13.8071
uncompressed,6,7,3,80,72,65.0,34.8,1440,18,96.2727,0.0125,0,987.97,14.2664
uncompressed,6,7,4,80,120,120.0,64.3,2400,0,105.359,0.0,0,1000.0,14.0015
uncompressed,6,7,5,80,72,120.0,64.3,1440,0,44.1207,0.0,0,1000.0,13.9788
uncompressed,6,7,6,80,72,120.0,64.3,1440,0,35.7872,0.0,0,1000.0,14.0687
